,id_c,education_background_c,professional_experience_c,skills_c,gender_c,agg_perceived_foreign_c
1909,1909,"[{'institution': 'Universistat Abat Oliba', 'start_date': 'January 2020', 'end_date': 'December 2021', 'degree': 'Master Of International Business'}, {'institution': 'Ecat Llusa Cura Barcelona', 'start_date': 'January 2017', 'end_date': 'December 2017', 'degree': 'Higher Degree Training Cycle Administration And Finance'}]","[{'institution': 'Konecta', 'start_date': 'January 2022', 'end_date': 'December 2023', 'role': 'Telephone Agent', 'duration': '1 year, 11 months', 'duration_months': 23}]","['Negotiation', 'English']",Man,No
1910,1910,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Eulen Group', 'start_date': 'March 2023', 'end_date': 'June 2023', 'role': 'Administrative Assistant', 'duration': '3 months', 'duration_months': 3}, {'institution': 'Equipamur Sl Murcia', 'start_date': 'March 2006', 'end_date': 'September 2021', 'role': 'Administrative', 'duration': '15 years, 6 months', 'duration_months': 186}]","['Collections', 'English']",Man,No
1912,1912,"[{'institution': 'United', 'start_date': 'September 2018', 'end_date': 'July 2021', 'degree': 'Enabling Masters Degree For Access To The Legal Profession'}, {'institution': 'Uned Distance Learning National University', 'start_date': 'September 2011', 'end_date': 'July 2016', 'degree': 'Degree In Law'}]","[{'institution': 'Puerto De La Cruz City Council', 'start_date': 'January 2022', 'end_date': 'December 2022', 'role': 'Administrative Assistant In Hr', 'duration': '11 months', 'duration_months': 11}]","['Communications', 'Social Integration', 'Microsoft Word', 'Informatics', 'Literacy', 'Personnel Selection', 'Personal Profiles', 'Research', 'Problem Solving']",Woman,No
1914,1914,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Bayo Bru Business Group', 'start_date': 'January 2019', 'end_date': 'Current', 'role': 'Administrative Secretary', 'duration': '6 years, 2 months', 'duration_months': 74}, {'institution': 'Fcc Construccion Peru Sac', 'start_date': 'July 2013', 'end_date': 'December 2016', 'role': 'Secretary Of Direction', 'duration': '3 years, 5 months', 'duration_months': 41}, {'institution': 'Mutua De Terrassa Hospital', 'start_date': 'August 2000', 'end_date': 'May 2007', 'role': 'Administrative Assistant', 'duration': '6 years, 9 months', 'duration_months': 81}]","['Teamwork', 'Multitasking', 'English', 'Agenda (Meeting)', 'Interpersonal Communications', 'Writing', 'Complex Problem Solving', 'Data Entry', 'Inventory Management', 'Insurance Policies', 'Purchasing', 'Customer Service', 'Management', 'Consulting', 'Communications', 'Statistics', 'Spanish', 'Contract Of Sale', 'Social Networks', 'Catalan', 'Native Spanish.', 'Sales', 'Analytics', 'Microsoft Excel', 'Collections', 'Automation', 'Filing', 'Contract Drafting', 'Planning', 'Contract Negotiation', 'Business Negotiation', 'Conference Proceeding', 'Administrative Law', 'Honestly', 'Conflict Resolution', 'Punctuality', 'Dedication', 'Mortgage Loans', 'Data Processing', 'Billing', 'Proactivity', 'Microsoft Office', 'Urban Planning', 'Leadership', 'Feasibility Studies', 'Negotiation', 'Text Processing']",Woman,No
1916,1916,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Hello Yachts Services Sl  Marine Industry  Yachts Agency  Barcelona', 'start_date': 'October 2022', 'end_date': 'April 2024', 'role': 'Office Manager', 'duration': '1 year, 6 months', 'duration_months': 18}, {'institution': 'Semacar', 'start_date': 'July 2019', 'end_date': 'November 2019', 'role': 'Traffic Manager Customer Service', 'duration': '4 months', 'duration_months': 4}, {'institution': 'Tenths', 'start_date': 'March 1995', 'end_date': 'November 2009', 'role': 'Warehouse Worker', 'duration': '14 years, 8 months', 'duration_months': 176}]","['English', 'Agenda (Meeting)', 'Portuguese', 'Accounting', 'Agile', 'Management', 'Customer Service', 'Administrative Support', 'Communications', 'Mechanical Systems', 'Spanish', 'Sales', 'Mobile Data', 'Troubleshooting', 'Organization', 'Decisive', 'Active Listening', 'French', 'Microsoft Office', 'Negotiation']",Woman,No
1918,1918,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Taha Life Science Gmbh', 'start_date': 'October 2022', 'end_date': 'April 2024', 'role': 'Office Manager', 'duration': '1 year, 6 months', 'duration_months': 18}, {'institution': 'Governorate Of Quindo', 'start_date': 'January 2005', 'end_date': 'September 2019', 'role': 'Sub project management', 'duration': '14 years, 8 months', 'duration_months': 176}]","['English', 'Agenda (Meeting)', 'Accounting', 'International Trade', 'Customer Service', 'Management', 'Administrative Support', 'Communications', 'Spanish', 'Japanese', 'Social Media', 'Quotations', 'Catalan', 'Research', 'Collections', 'Troubleshooting', 'Organization', 'French', 'Accounting Softwares', 'Annual Reports', 'Coordinating', 'German', 'Accounts Payable', 'Negotiation']",Woman,Yes
1920,1920,"[{'institution': 'Malaga Labor University', 'start_date': 'January 2013', 'end_date': 'December 2015', 'degree': 'Higher Degree In Administration And Finance'}]","[{'institution': 'Quality Control', 'start_date': 'October 2022', 'end_date': 'November 2022', 'role': 'Warehouse Worker', 'duration': '1 months', 'duration_months': 1}]","['Customer Service', 'Microsoft Office', 'Management']",Man,No
1921,1921,"[{'institution': 'Ies Canonigo Manchin', 'start_date': 'September 2021', 'end_date': 'June 2023', 'degree': 'Higher Degree In Administration And Finance'}]","[{'institution': 'Atento', 'start_date': 'January 2021', 'end_date': 'December 2021', 'role': 'Telephone Agent', 'duration': '11 months', 'duration_months': 11}]","['Email', 'Microsoft Excel', 'Microsoft Office', 'English', 'Radio Frequency', 'Quality Control', 'Registration Evaluation Authorisation And Restriction Of Chemicals (Reach) Regulations', 'Contasol', 'Java (Programming Language)', 'Assembly Lines', 'French', 'Communication', 'Customer Service', 'Management', 'Customer Support']",Woman,No
1923,1923,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Houses I Fills', 'start_date': 'March 2006', 'end_date': 'September 2021', 'role': 'Administrative', 'duration': '15 years, 6 months', 'duration_months': 186}]","['Teamwork', 'English', 'Cleanliness', 'French']",Man,No
1925,1925,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Dhl Loreal', 'start_date': 'January 2010', 'end_date': 'Current', 'role': 'Administrative Assistant', 'duration': '15 years, 2 months', 'duration_months': 182}]","['Spanish', 'Automation', 'Catalan', 'English']",Woman,No
1926,1926,"[{'institution': 'Institut Obert De Catalunya  Barcelona', 'start_date': 'January 2004', 'end_date': 'December 2005', 'degree': 'Intermediate Degree In Administration'}]","[{'institution': 'Loom Outlet', 'start_date': 'April 2008', 'end_date': 'September 2023', 'role': 'Sales Assistant', 'duration': '15 years, 5 months', 'duration_months': 185}]","['Resolutive', 'Teamwork', 'Communication', 'French']",Man,No
1927,1927,"[{'institution': 'Universistat Abat Oliba', 'start_date': 'January 2020', 'end_date': 'December 2021', 'degree': 'Master Of International Business'}, {'institution': 'Ecat Llusa Cura Barcelona', 'start_date': 'January 2017', 'end_date': 'December 2017', 'degree': 'Higher Degree Training Cycle Administration And Finance'}]","[{'institution': 'Alba Geriatric Residence', 'start_date': 'March 2020', 'end_date': 'July 2020', 'role': 'Healthcare Auxiliary', 'duration': '4 months', 'duration_months': 4}]","['Negotiation', 'English']",Woman,No
1929,1929,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Cipa 2000 Caregen Sl', 'start_date': 'December 2018', 'end_date': 'September 2023', 'role': 'Administrative', 'duration': '4 years, 9 months', 'duration_months': 57}, {'institution': 'Novo Banco Sa', 'start_date': 'October 1998', 'end_date': 'November 2018', 'role': 'Management And Processing Technician', 'duration': '20 years, 1 months', 'duration_months': 241}]","['Teamwork', 'Brake (Sheet Metal Bending)', 'Microsoft Word', 'Agenda (Meeting)', 'English', 'Quality Control', 'Purchasing', 'Transmission', 'Accounting', 'Data Analysis', 'Customer Service', 'Management', 'Problem Solving', 'Mobility', 'Mechanical Systems', 'Innovation', 'Cleanliness', 'Continuous Training', 'Microsoft Excel', 'Filing', 'Installation', 'Brakes', 'Planning', 'Technical Support', 'French', 'Proactivity', 'Painting', 'Motorcycles', 'File Management', 'Registration', 'Microsoft Powerpoint']",Man,Yes
1932,1932,"[{'institution': 'Universistat Abat Oliba', 'start_date': 'January 2020', 'end_date': 'December 2021', 'degree': 'Master Of International Business'}, {'institution': 'Malaga Labor University', 'start_date': 'January 2017', 'end_date': 'December 2017', 'degree': 'Higher Degree Training Cycle Administration And Finance'}]","[{'institution': 'Santa Fe Hardware Store', 'start_date': 'January 2018', 'end_date': 'February 2018', 'role': 'Clerk', 'duration': '1 months', 'duration_months': 1}]","['Stock Control', 'Negotiation', 'English']",Woman,Yes
1933,1933,"[{'institution': 'Ies El Chapatal', 'start_date': 'September 2021', 'end_date': 'July 2023', 'degree': 'Graduated In Administration And Management Cfgm'}]","[{'institution': 'Max Planck Institute For Innovation And Competition', 'start_date': 'January 2024', 'end_date': 'Current', 'role': 'Human Resources Administrator', 'duration': '1 year, 2 months', 'duration_months': 14}, {'institution': 'Soc Tmobilitat', 'start_date': 'April 2008', 'end_date': 'September 2022', 'role': 'Customer Service Agent', 'duration': '14 years, 5 months', 'duration_months': 173}]",['Troubleshooting'],Woman,No
1934,1934,"[{'institution': 'Sabadell Industrial School Institute', 'start_date': 'January 2017', 'end_date': 'December 2017', 'degree': 'Higher Degree Training Cycle Administration And Finance'}]","[{'institution': 'Cafosa Gum Adecco Ett', 'start_date': 'June 2020', 'end_date': 'March 2021', 'role': 'Administrative', 'duration': '9 months', 'duration_months': 9}]","['Teamwork', 'Brake (Sheet Metal Bending)', 'Microsoft Word', 'Agenda (Meeting)', 'English', 'Quality Control', 'Transmission', 'Purchasing', 'Accounting', 'Data Analysis', 'Management', 'Mobility', 'Mechanical Systems', 'Innovation', 'Cleanliness', 'Continuous Training', 'Microsoft Excel', 'Installation', 'Brakes', 'Planning', 'Technical Support', 'French', 'Painting', 'Motorcycles', 'File Management']",Woman,No
1936,1936,"[{'institution': 'Universistat Abat Oliba', 'start_date': 'January 2020', 'end_date': 'December 2021', 'degree': 'Master Of International Business'}, {'institution': 'Malaga Labor University', 'start_date': 'January 2017', 'end_date': 'December 2017', 'degree': 'Higher Degree Training Cycle Administration And Finance'}]","[{'institution': 'Hotel Ac Iberia Las Palmas', 'start_date': 'June 2020', 'end_date': 'March 2021', 'role': 'Administrative', 'duration': '9 months', 'duration_months': 9}]","['Teamwork', 'English', 'Agenda (Meeting)', 'Motorcycles', 'Technical Support', 'Innovation', 'Purchasing', 'File Management', 'Transmission', 'French', 'Accounting', 'Management']",Woman,Yes
1937,1937,"[{'institution': 'Polytechnic University Of Madrid Upm', 'start_date': 'September 2017', 'end_date': 'August 2023', 'degree': ""Bachelor's Degree in Information Society Technologies""}]","[{'institution': 'Deloitte Spain', 'start_date': 'April 2020', 'end_date': 'October 2021', 'role': 'Junior Assistant  Business Process Solutions', 'duration': '1 year, 6 months', 'duration_months': 18}]","['Multitasking', 'English', 'Spanish', 'Corrective And Preventive Action (Capa)', 'Leadership', 'Collaboration', 'Information Technology', 'Informetica', 'Computer Systems']",Man,No
1939,1939,"[{'institution': 'Polytechnic University Of Madrid Upm', 'start_date': 'September 2017', 'end_date': 'August 2023', 'degree': ""Bachelor's Degree in Information Society Technologies""}]","[{'institution': 'Esm Interior Design  Vidrio Design', 'start_date': 'August 2022', 'end_date': 'July 2023', 'role': 'Administrative', 'duration': '11 months', 'duration_months': 11}]","['Continuous Training', 'Microsoft Excel', 'Microsoft Word', 'Painting', 'English', 'Installation', 'Planning', 'Agenda (Meeting)', 'Problem Solving', 'Quality Control', 'French', 'Technical Support', 'Innovation', 'Purchasing', 'File Management', 'Transmission', 'Data Analysis', 'Management']",Man,No
1942,1942,"[{'institution': 'Polytechnic University Of Madrid Upm', 'start_date': 'September 2017', 'end_date': 'August 2023', 'degree': ""Bachelor's Degree in Information Society Technologies""}]","[{'institution': 'Real Madrid', 'start_date': 'June 2016', 'end_date': 'August 2016', 'role': 'Editor', 'duration': '2 months', 'duration_months': 2}]","['Multitasking', 'Microsoft Word', 'Aerospace Industry']",Woman,No
1943,1943,"[{'institution': 'Ottovonguericke University Magdeburg', 'start_date': 'January 2011', 'end_date': 'December 2015', 'degree': 'Bachelor Of Science Computer Science'}]","[{'institution': '20Th Century Fox Fox Searchlight  Paramount Pictures', 'start_date': 'January 2008', 'end_date': 'October 2017', 'role': 'Press Officer', 'duration': '9 years, 9 months', 'duration_months': 117}]","['Sql (Programming Language)', 'English', 'Data Engineering', 'Php (Scripting Language)', 'Mfg/Pro (Erp)', 'Management', 'Communications', 'Spanish', 'Catalan', 'Research', 'Algorithms', 'Postgresql', 'Planning', 'Library', 'Application Programming Interface (Api)', 'Pandas (Python Package)', 'Docker (Software)', 'Machine Learning', 'French', 'Computer Science', 'Python (Programming Language)', 'Apache Spark', 'Apache Kafka', 'Agile Software Development', 'Teaching']",Man,No
1944,1944,"[{'institution': 'International University Of La Rioja', 'start_date': 'September 2017', 'end_date': 'August 2023', 'degree': ""Bachelor's Degree in Information Society Technologies""}]","[{'institution': 'Egniz Lda  Vila Do Conde Porto', 'start_date': 'March 2019', 'end_date': 'June 2019', 'role': 'Technician In Commercial Activities', 'duration': '3 months', 'duration_months': 3}]","['Multitasking', 'Aerospace Industry', 'Microsoft Excel', 'Spanish', 'Corrective And Preventive Action (Capa)', 'Embedded Systems', 'Computer Engineering', 'Collaboration', 'Leadership', 'Embedded Software', 'Information Technology', 'Mvs (Os)', 'Informetica', 'Computer Systems']",Woman,No
